,I_BOWMN,I_BRR023,I_CMBIE,I_CMPFW,I_DER001,I_DER004,I_DHC021,I_ENGLB,I_FRDYC,I_FRNCH,I_JKSMD,I_LCBRF,I_MERLC,I_MFY013,I_NBLDB,I_NFY029,I_OGN005,I_RLLNS,I_SCOTF,I_SFD003,I_SFY007,I_SFY048,I_SLT009,I_SPLDG,I_WLF013
1996-10-31,0.0,2.52,0.83,0.43,1.32,1.51,1.11,0.0,0.79,0.0,0.18,0.21,1.3072857190775549,2.59,7.2,10.72,0.3,2.42,1.51,0.38,1.92,0.97,0.79,0.86,0.52
1996-11-30,3.84,6.32,2.08,1.07,1.01,1.15,2.26,3.24,8.28,0.79,3.57,4.09,2.431078492377268,9.07,17.94,24.09,1.48,11.81,1.15,0.29,8.3,8.46,4.99,8.48,1.31
1996-12-31,27.14,44.78,14.73,7.61,14.49,16.56,35.49,55.43,17.44,5.56,22.72,19.26,30.498190597257896,93.27,184.14,181.76,23.03,102.62,16.56,4.14,90.0,41.14,75.27,44.15,9.27
1997-01-31,28.91,31.43,10.34,5.34,24.99,28.56,50.08,145.24,32.19,5.92,39.23,22.82,51.51771053278552,146.27,304.3,278.29,40.26,190.16,28.56,7.14,95.48,43.61,74.5,75.87,6.5
1997-02-28,3.64,0.0,0.0,0.0,3.58,4.09,4.91,22.86,2.72,0.75,5.5,4.39,4.211553389945024,28.44,34.17,61.92,8.26,25.8,4.09,1.02,24.18,8.57,12.27,3.74,0.0
1997-03-31,9.25,4.16,1.37,0.71,1.9,2.17,1.14,14.85,8.66,1.89,9.4,9.22,1.8007761594326868,14.66,31.17,61.8,8.97,8.5,2.17,0.54,4.01,21.17,11.78,11.43,0.86
1997-04-30,14.16,2.86,0.94,0.49,1.25,1.43,0.88,0.0,20.65,2.9,20.73,14.56,1.373380883405687,16.43,40.66,85.86,6.35,5.81,1.43,0.36,0.0,40.43,12.15,11.59,0.59
1997-05-31,15.11,2.37,0.78,0.4,1.26,1.44,0.51,0.0,35.12,3.09,20.99,12.6,0.7487718562489789,13.06,30.36,78.52,2.52,9.53,1.44,0.36,0.0,41.23,5.95,0.27,0.49
1997-06-30,5.5,1.85,0.61,0.31,0.98,1.12,0.26,2.54,11.52,1.13,5.84,2.51,0.30306749241883324,5.92,13.6,30.7,0.39,6.64,1.12,0.28,0.54,10.23,2.21,3.35,0.38
1997-07-31,0.97,0.15,0.05,0.03,0.79,0.9,0.14,0.0,0.92,0.2,1.09,0.12,1.0570250805846229,2.88,7.52,15.0,0.37,3.1,0.9,0.23,1.86,0.66,0.9,3.57,0.03
1997-08-31,0.15,0.0,0.0,0.0,0.87,0.99,0.11,0.0,0.49,0.03,0.46,0.12,0.8026683736007527,2.09,5.49,11.07,0.24,2.57,0.99,0.25,2.24,0.44,0.64,2.26,0.0
1997-09-30,0.05,1.79,0.59,0.3,0.77,0.88,0.13,0.0,3.86,0.01,0.74,0.14,0.3518690776536317,1.77,4.34,9.5,0.22,2.12,0.88,0.22,1.97,2.43,0.54,0.31,0.37
1997-10-31,2.25,2.61,0.86,0.44,1.2,1.37,1.39,1.15,3.4,0.46,0.33,0.23,1.615955650366378,2.31,6.85,10.34,0.4,0.62,1.37,0.34,2.71,0.94,0.84,0.0,0.54
1997-11-30,2.43,3.1,1.02,0.53,0.81,0.93,3.0,14.25,1.68,0.5,1.27,0.95,3.1633669690709585,4.6,8.49,15.04,1.43,5.81,0.93,0.23,5.19,1.43,4.92,1.29,0.64
1997-12-31,3.09,15.2,5.0,2.58,1.91,2.18,4.25,19.02,7.29,0.63,1.17,1.91,4.457021833641385,7.67,12.73,18.42,1.38,11.79,2.18,0.55,6.43,2.99,6.49,3.43,3.15
1998-01-31,10.76,45.51,14.97,7.73,10.85,12.4,28.25,101.04,0.0,2.2,5.63,9.12,25.53247640671873,50.38,77.24,87.93,18.06,61.98,12.4,3.1,45.63,15.14,42.15,15.06,9.42
1998-02-28,5.75,66.82,21.98,11.35,16.44,18.79,42.21,112.83,2.69,1.18,4.96,4.73,37.00163008684708,50.48,97.35,80.47,14.68,83.6,18.79,4.7,80.2,7.29,26.72,9.09,13.83
1998-03-31,10.56,15.53,5.11,2.64,5.6,6.4,15.9,0.46,6.38,2.16,10.47,13.35,17.66479471711513,46.62,121.87,101.76,11.62,38.3,6.4,1.6,32.42,24.21,35.09,20.27,3.21
1998-04-30,11.27,16.93,5.57,2.88,5.99,6.85,10.75,24.69,12.25,2.31,12.06,11.69,11.739610455437386,40.18,95.71,90.98,8.74,39.9,6.85,1.71,31.34,25.47,27.36,16.86,3.5
1998-05-31,19.76,12.49,4.11,2.12,4.99,5.7,7.58,20.72,20.5,4.05,26.61,20.52,7.066709248536782,51.42,98.31,147.39,7.43,34.46,5.7,1.43,30.7,50.4,44.94,18.27,2.59
1998-06-30,31.63,5.47,1.8,0.93,2.64,3.02,2.0,0.0,49.85,6.48,39.28,26.62,3.0411547935282215,37.92,74.91,184.28,15.12,17.49,3.02,0.75,4.01,85.53,36.4,22.06,1.13
1998-07-31,7.45,3.89,1.28,0.66,1.16,1.33,0.47,0.0,22.66,1.53,8.8,5.98,1.1296844950848026,11.82,24.34,65.42,3.79,7.15,1.33,0.33,6.23,24.4,7.45,4.25,0.81
1998-08-31,1.08,2.25,0.74,0.38,0.95,1.09,0.18,1.74,2.48,0.22,0.95,0.3,1.4791810184445215,4.45,10.05,20.42,0.32,2.71,1.09,0.27,5.19,0.85,1.45,2.14,0.47
1998-09-30,1.32,2.71,0.89,0.46,0.61,0.7,0.16,6.85,0.95,0.27,0.77,0.19,0.4360180801845388,3.23,6.79,15.09,0.37,1.17,0.7,0.17,2.92,1.09,1.05,1.32,0.56
1998-10-31,0.12,2.77,0.91,0.47,1.44,1.65,1.39,0.0,3.06,0.02,0.44,0.29,1.6981662810009328,2.98,8.8,13.55,0.41,4.84,1.65,0.41,4.66,2.5,1.0,0.0,0.57
1998-11-30,2.9,6.93,2.28,1.18,1.41,1.61,4.73,20.17,2.34,0.59,2.31,1.84,5.410384809377783,9.23,16.38,27.03,2.42,10.84,1.61,0.4,12.49,3.58,10.86,6.1,1.43
1998-12-31,5.47,11.73,3.86,1.99,3.1,3.54,7.39,14.29,2.43,1.12,2.37,4.02,8.602094360991913,16.58,38.45,42.0,5.1,14.55,3.54,0.89,17.21,7.46,17.35,7.05,2.43
1999-01-31,9.17,22.47,7.39,3.82,6.53,7.46,9.54,30.85,2.88,1.88,4.17,5.77,6.063332425613128,34.06,78.43,72.49,12.6,40.3,7.46,1.87,38.28,9.89,28.22,15.06,4.65
1999-02-28,6.66,41.34,13.6,7.02,12.26,14.01,22.26,69.36,2.0,1.36,6.03,4.49,20.928118895612293,51.41,103.61,88.58,16.09,78.77,14.01,3.5,76.63,6.91,31.52,14.04,8.55
1999-03-31,6.54,15.38,5.06,2.61,5.46,6.24,12.83,20.57,3.37,1.34,6.06,7.64,15.357358557526531,34.94,78.64,76.31,11.14,41.14,6.24,1.56,41.86,11.5,25.45,14.37,3.18
1999-04-30,11.35,8.39,2.76,1.43,3.32,3.79,5.3,0.0,9.37,2.33,12.37,15.13,4.128591004097274,27.87,64.18,75.75,7.66,25.35,3.79,0.95,17.71,28.08,20.74,12.57,1.74
1999-05-31,23.14,3.86,1.27,0.66,1.85,2.11,1.38,0.0,37.79,4.74,38.18,30.19,2.2544699479905645,34.39,75.15,141.91,4.74,15.94,2.11,0.53,2.81,80.04,23.73,9.48,0.8
1999-06-30,13.72,3.19,1.05,0.54,0.89,1.02,0.57,0.0,33.3,2.81,22.27,8.91,0.8745258199008106,15.47,34.84,92.29,2.39,6.26,1.02,0.25,15.64,45.04,7.12,0.0,0.66
1999-07-31,2.08,0.97,0.32,0.17,0.87,0.99,0.27,0.0,4.42,0.43,2.76,0.47,0.3544948569632709,4.68,11.26,25.91,0.49,3.92,0.99,0.25,3.75,3.87,1.59,4.41,0.2
1999-08-31,0.36,0.06,0.02,0.01,0.68,0.78,0.16,0.0,0.26,0.07,0.71,0.19,1.114376968508125,2.88,7.32,14.58,0.32,3.42,0.78,0.19,3.43,0.76,0.8,2.43,0.01
1999-09-30,0.94,0.36,0.12,0.06,0.27,0.31,0.13,0.0,0.3,0.19,0.28,0.14,0.462609047446108,2.13,4.8,10.9,0.25,2.54,0.31,0.08,2.84,0.89,0.59,1.92,0.08
1999-10-31,1.18,1.64,0.54,0.28,1.31,1.5,1.16,1.2,0.58,0.24,0.55,0.19,1.4114876535255236,2.33,6.91,11.16,0.34,3.17,1.5,0.37,3.06,1.77,0.79,0.7,0.34
1999-11-30,1.43,3.74,1.23,0.64,0.86,0.98,2.17,1.05,2.27,0.29,0.85,0.57,2.2476036201570455,3.68,10.82,13.15,0.72,4.5,0.98,0.25,5.18,1.46,2.05,1.7,0.77
1999-12-31,0.8,2.98,0.98,0.51,0.65,0.74,2.36,0.0,3.58,0.16,0.48,4.02,3.0157551729802448,4.13,11.59,12.65,0.75,3.82,0.74,0.19,0.0,7.46,1.72,0.0,0.62
2000-01-31,8.34,21.52,7.08,3.66,4.47,5.11,6.9,22.78,3.22,1.71,4.0,5.4,7.970347395962053,22.5,47.15,49.68,6.39,22.97,5.11,1.28,26.04,9.89,19.46,14.34,4.45
2000-02-29,9.84,38.7,12.73,6.57,14.23,16.26,25.44,86.18,3.67,2.02,6.75,6.72,20.756550542660886,50.32,97.54,87.2,16.69,87.51,16.26,4.07,69.69,11.96,31.36,15.14,8.01
2000-03-31,7.34,17.33,5.7,2.94,6.61,7.55,15.7,57.59,5.29,1.5,6.64,8.09,18.53833218675988,35.69,73.56,72.06,11.46,47.85,7.55,1.89,42.79,16.4,22.74,11.57,3.59
2000-04-30,16.97,4.07,1.34,0.69,2.09,2.39,4.73,0.0,18.76,3.48,21.28,17.79,4.0483452532475965,31.14,58.53,96.75,6.41,18.81,2.39,0.6,14.28,43.24,31.29,14.66,0.84
2000-05-31,20.18,2.8,0.92,0.48,1.58,1.81,1.06,0.0,32.98,4.13,25.63,23.59,1.7336229343616056,24.86,43.97,105.88,4.85,15.79,1.81,0.45,0.0,69.38,16.45,0.0,0.58
2000-06-30,5.0,1.31,0.43,0.22,1.07,1.22,0.38,2.79,12.36,1.02,6.08,3.22,0.5770957096351168,7.79,12.36,38.36,0.75,8.19,1.22,0.31,3.61,11.7,3.85,3.87,0.27
2000-07-31,0.61,0.21,0.07,0.04,0.74,0.85,0.22,5.0,0.78,0.12,0.89,0.15,0.290788728925925,3.42,6.08,15.56,0.37,2.32,0.85,0.21,3.82,0.81,1.18,3.79,0.04
2000-08-31,0.33,0.0,0.0,0.0,0.38,0.43,0.13,0.0,1.26,0.07,0.28,0.09,0.9023510730809079,2.22,4.77,10.69,0.26,3.23,0.43,0.11,1.92,0.64,0.81,1.89,0.0
2000-09-30,1.23,1.37,0.45,0.23,0.93,1.06,0.13,0.47,2.34,0.25,0.49,0.11,0.5465662415787733,2.1,3.84,9.66,0.29,2.45,1.06,0.27,2.37,0.9,0.74,1.08,0.28
2000-10-31,1.45,3.1,1.02,0.53,1.12,1.28,1.16,0.0,3.84,0.3,0.68,0.21,1.4627259202755931,2.74,5.39,10.24,0.36,3.81,1.28,0.32,2.06,1.86,1.12,0.0,0.64
2000-11-30,0.33,2.13,0.7,0.36,0.43,0.49,1.23,14.0,2.03,0.07,0.43,0.41,1.7803077316412022,2.63,7.81,9.72,0.35,4.18,0.49,0.12,3.7,0.68,1.09,0.43,0.44
2000-12-31,0.82,2.19,0.72,0.37,0.41,0.47,1.57,4.4,0.56,0.17,0.62,0.63,2.434979302814615,3.88,10.23,11.37,0.92,3.81,0.47,0.12,5.04,0.89,1.77,2.12,0.45
2001-01-31,1.28,4.89,1.61,0.83,1.18,1.35,2.15,5.13,0.58,0.26,0.58,0.68,1.6422166066467632,4.18,10.97,10.84,1.0,4.65,1.35,0.34,5.67,0.97,1.56,1.64,1.01
2001-02-28,2.09,11.8,3.88,2.0,3.04,3.47,5.6,21.2,0.89,0.43,0.94,1.09,4.464780918565658,7.61,13.89,13.88,2.55,10.81,3.47,0.87,12.0,1.78,2.57,2.19,2.44
2001-03-31,7.83,6.84,2.25,1.16,2.33,2.66,6.17,20.98,5.68,1.6,3.59,7.75,8.119137045961978,19.23,28.92,39.76,6.11,16.44,2.66,0.67,14.95,16.45,17.38,12.98,1.42
2001-04-30,9.38,4.74,1.56,0.81,1.43,1.63,3.19,15.75,10.08,1.92,8.5,9.85,4.066152439791218,16.78,19.41,44.11,4.11,10.71,1.63,0.41,8.11,24.59,17.13,8.87,0.98
2001-05-31,11.6,1.12,0.37,0.19,0.81,0.93,1.23,14.61,20.81,2.38,14.36,11.84,1.4213064640857773,13.27,9.61,52.73,2.11,6.24,0.93,0.23,0.0,33.79,11.93,5.44,0.23
2001-06-30,0.83,0.0,0.0,0.0,0.72,0.82,0.28,7.34,0.97,0.17,1.15,0.39,0.510675340852007,3.03,1.64,12.55,0.34,3.6,0.82,0.21,2.44,1.3,1.58,1.74,0.0
2001-07-31,0.21,0.0,0.0,0.0,0.28,0.32,0.13,2.26,0.24,0.04,0.34,0.08,0.22811713811666934,1.81,1.57,8.35,0.18,2.61,0.32,0.08,1.67,0.41,0.81,2.41,0.0
2001-08-31,0.37,0.0,0.0,0.0,0.57,0.65,0.09,2.36,0.07,0.08,0.44,0.06,0.28277910257775213,1.35,1.65,6.7,0.11,1.55,0.65,0.16,0.86,0.41,0.5,2.35,0.0
2001-09-30,0.0,0.12,0.04,0.02,0.29,0.33,0.06,2.43,1.03,0.0,0.21,0.08,0.4193355438044222,1.26,1.55,6.09,0.12,2.09,0.33,0.08,1.2,1.01,0.42,0.91,0.03
2001-10-31,0.97,1.12,0.37,0.19,1.04,1.19,0.7,0.0,1.54,0.2,0.3,0.08,0.9038730860025628,1.36,3.54,6.3,0.16,0.42,1.19,0.3,1.77,0.81,0.51,0.13,0.23
2001-11-30,4.17,3.8,1.25,0.65,0.73,0.83,2.38,14.06,1.92,0.85,1.44,1.16,2.857237935851482,4.91,7.96,12.89,0.86,5.46,0.83,0.21,5.91,2.07,3.35,3.23,0.79
2001-12-31,4.63,21.1,6.94,3.58,4.8,5.49,8.95,42.88,1.71,0.95,2.09,2.37,8.533090204329925,16.57,24.57,28.01,5.01,24.41,5.49,1.37,24.68,3.98,8.3,8.24,4.37
2002-01-31,6.48,16.63,5.47,2.82,4.18,4.78,10.01,16.98,2.83,1.33,3.77,5.04,9.325551107312778,22.86,44.25,45.56,6.91,24.42,4.78,1.19,23.03,9.11,17.54,8.75,3.44
2002-02-28,4.39,13.68,4.5,2.32,2.07,2.37,4.59,31.91,4.43,0.9,2.8,4.34,5.607589525504203,18.25,31.77,31.12,5.46,20.25,2.37,0.59,18.93,7.65,12.39,8.59,2.83
2002-03-31,6.76,20.37,6.7,3.46,6.17,7.05,5.45,21.43,6.28,1.38,5.86,6.75,6.846127107001607,27.64,48.52,50.11,9.41,35.93,7.05,1.76,31.81,13.19,18.13,11.3,4.21
2002-04-30,15.91,5.11,1.68,0.87,1.89,2.16,2.57,0.0,13.65,3.26,20.12,18.37,2.308192497268323,28.89,48.94,82.47,6.02,17.5,2.16,0.54,10.84,43.84,25.94,13.61,1.06
2002-05-31,15.74,3.98,1.31,0.68,1.25,1.43,0.63,0.0,28.92,3.22,22.59,17.44,1.09217647563284,19.55,29.73,75.88,3.04,10.35,1.43,0.36,0.0,50.46,11.06,8.09,0.82
2002-06-30,5.24,2.46,0.81,0.42,0.76,0.87,0.25,0.0,15.65,1.07,7.1,4.75,0.4075192871915263,7.24,9.71,33.33,0.4,6.96,0.87,0.22,2.63,16.88,2.98,1.4,0.51
2002-07-31,0.53,0.0,0.0,0.0,0.33,0.38,0.14,3.2,1.65,0.11,0.73,0.15,0.2020484566492513,2.69,4.14,12.0,0.29,4.65,0.38,0.09,2.9,0.78,0.97,1.13,0.0
2002-08-31,0.2,0.0,0.0,0.0,0.6,0.69,0.09,1.92,1.66,0.04,0.2,0.06,0.5961851115635426,1.82,3.45,8.46,0.17,4.29,0.69,0.17,1.37,0.48,0.59,1.05,0.0
2002-09-30,0.54,0.0,0.0,0.0,0.3,0.34,0.08,0.0,2.89,0.11,0.13,0.06,0.32547010877059535,1.51,2.64,7.14,0.11,2.39,0.34,0.09,1.52,1.28,0.44,0.0,0.0
2002-10-31,0.27,1.25,0.41,0.21,1.0,1.14,0.8,0.0,2.23,0.06,0.38,0.07,0.9434011647705425,1.56,4.36,6.82,0.15,2.0,1.14,0.29,1.6,1.53,0.44,1.18,0.26
2002-11-30,4.81,2.43,0.8,0.41,0.66,0.75,1.35,3.87,2.74,0.99,1.91,1.89,1.5451574345002013,5.4,12.04,16.6,0.94,4.19,0.75,0.19,4.82,3.52,2.86,5.82,0.5
2002-12-31,9.84,22.25,7.32,3.78,5.97,6.82,17.59,56.76,4.14,2.02,4.97,5.93,18.59899512998846,22.76,44.41,49.44,5.15,23.24,6.82,1.71,28.72,11.11,16.67,10.22,4.6
2003-01-31,8.65,11.1,3.65,1.88,3.15,3.6,21.49,9.28,4.76,1.77,6.48,8.94,14.278702307852686,31.04,77.59,73.29,10.16,23.35,3.6,0.9,22.85,16.78,29.08,14.42,2.3
2003-02-28,4.6,6.17,2.03,1.05,1.69,1.93,8.16,0.0,4.28,0.94,5.2,5.26,9.12464196053456,17.01,52.58,43.32,4.9,15.43,1.93,0.48,12.85,9.54,13.08,7.52,1.28
2003-03-31,11.07,10.34,3.4,1.76,2.9,3.31,11.11,2.32,7.94,2.27,9.88,11.06,12.521741253456831,24.68,65.55,62.47,5.13,21.54,3.31,0.83,18.07,22.82,22.36,12.56,2.14
2003-04-30,9.69,13.89,4.57,2.36,4.89,5.59,14.68,17.6,7.69,1.98,11.28,8.32,16.144966585826225,33.16,66.51,75.51,8.73,34.47,5.59,1.4,37.26,19.3,18.63,11.98,2.87
2003-05-31,24.24,7.39,2.43,1.25,3.76,4.3,5.4,42.35,29.53,4.96,29.21,19.79,5.892065258867944,44.65,63.38,136.5,7.57,33.23,4.3,1.07,32.67,58.68,31.25,17.72,1.53
2003-06-30,11.73,0.52,0.17,0.09,1.18,1.35,0.63,0.2,25.13,2.4,14.58,9.4,0.8985672459480156,13.64,23.6,71.82,3.68,11.31,1.35,0.34,5.0,33.25,7.23,4.58,0.11
2003-07-31,0.64,0.0,0.0,0.0,0.57,0.65,0.18,5.21,0.0,0.13,1.21,0.27,0.6799938519876463,4.56,7.58,19.29,0.01,6.29,0.65,0.16,5.27,1.17,1.66,1.03,0.0
2003-08-31,0.55,0.0,0.0,0.0,0.55,0.63,0.12,7.89,2.45,0.11,0.45,0.15,1.0038715032600578,3.03,6.2,13.41,0.2,3.88,0.63,0.16,3.84,0.52,0.96,2.68,0.0
2003-09-30,0.79,0.0,0.0,0.0,0.33,0.38,0.11,3.47,2.07,0.16,0.31,0.13,0.3110538343140803,2.04,3.88,9.37,0.18,2.61,0.38,0.09,2.59,1.18,0.6,1.25,0.0
2003-10-31,0.0,0.15,0.05,0.03,1.17,1.34,0.88,0.0,2.44,0.0,0.27,0.1,1.0701371457713107,1.84,4.98,8.38,0.19,1.52,1.34,0.33,0.0,1.01,0.52,1.83,0.03
2003-11-30,0.94,2.86,0.94,0.49,0.37,0.42,1.38,2.39,1.61,0.19,0.56,0.38,1.4892418671268268,2.72,7.59,9.77,0.41,3.8,0.42,0.11,3.63,0.29,1.39,2.44,0.59
2003-12-31,6.72,13.5,4.44,2.29,3.02,3.45,8.21,30.61,2.18,1.38,2.9,2.42,10.182587730538105,16.33,29.74,35.32,4.36,19.48,3.45,0.86,20.6,4.33,11.92,10.89,2.79
2004-01-31,2.88,12.56,4.13,2.13,3.6,4.11,8.69,7.81,1.1,0.59,1.69,1.9,5.661440794458777,14.57,36.04,31.25,5.03,19.34,4.11,1.03,19.91,3.27,6.69,5.79,2.6
2004-02-29,5.8,20.85,6.86,3.54,6.68,7.63,22.13,49.44,2.39,1.19,3.45,4.06,21.83884270923755,25.11,51.62,50.1,7.42,37.94,7.63,1.91,37.32,7.35,20.12,8.47,4.32
2004-03-31,11.45,5.96,1.96,1.01,3.04,3.47,8.91,0.0,9.34,2.34,10.49,14.33,10.273594942376818,30.34,72.94,80.18,8.33,26.82,3.47,0.87,21.65,30.4,27.8,14.88,1.23
2004-04-30,13.43,2.31,0.76,0.39,1.27,1.45,3.03,0.0,16.92,2.75,17.95,15.55,2.662288471260993,22.98,42.88,78.6,4.4,12.15,1.45,0.36,5.66,39.24,20.71,7.98,0.48
2004-05-31,13.78,0.4,0.13,0.07,0.7,0.8,1.01,0.0,25.36,2.82,19.41,13.04,1.6736809236036834,16.58,28.94,76.24,1.6,8.52,0.8,0.2,0.0,39.25,10.43,4.0,0.08
2004-06-30,3.1,0.0,0.0,0.0,0.47,0.54,0.38,4.17,7.15,0.64,4.66,1.6,0.5900118973966287,5.1,8.06,27.38,0.35,5.93,0.54,0.13,2.04,6.06,2.84,1.34,0.0
2004-07-31,0.17,0.0,0.0,0.0,0.42,0.48,0.21,6.8,0.98,0.04,0.8,0.08,0.2719244852616214,2.36,4.29,12.16,0.18,4.96,0.48,0.12,2.82,0.49,1.04,2.37,0.0
2004-08-31,0.0,0.0,0.0,0.0,0.11,0.13,0.11,3.92,0.1,0.0,0.36,0.06,1.0193250299241186,1.65,3.67,8.55,0.11,4.35,0.13,0.03,1.88,0.47,0.58,2.36,0.0
2004-09-30,0.81,0.0,0.0,0.0,0.24,0.27,0.1,1.44,1.9,0.17,0.07,0.09,0.2802471037588461,1.49,2.77,7.37,0.11,3.53,0.27,0.07,1.67,1.1,0.48,0.97,0.0
2004-10-31,4.34,2.92,0.96,0.5,1.28,1.46,1.35,6.31,2.5,0.89,0.82,0.27,1.6318966418082383,3.25,5.34,10.48,0.15,2.44,1.46,0.37,2.14,1.22,2.03,3.11,0.6
2004-11-30,2.06,4.13,1.36,0.7,0.67,0.77,1.43,1.84,1.39,0.42,0.71,0.8,1.482361633745876,3.19,7.51,10.3,0.33,3.97,0.77,0.19,2.56,1.59,2.18,3.08,0.86
2004-12-31,4.01,12.37,4.07,2.1,2.63,3.01,4.56,19.68,1.62,0.82,1.68,2.28,6.156834789903542,8.0,15.55,20.09,1.84,11.91,3.01,0.75,9.32,3.54,5.47,6.23,2.56
2005-01-31,3.79,22.28,7.33,3.78,4.4,5.03,7.57,18.07,1.75,0.78,1.88,2.84,6.0531790872997835,16.8,32.89,30.98,5.46,24.51,5.03,1.26,25.19,4.43,8.45,6.89,4.61
2005-02-28,3.4,11.04,3.63,1.87,2.98,3.41,6.02,9.62,1.51,0.7,1.93,3.46,3.8759187549479583,16.22,33.77,32.66,6.42,19.53,3.41,0.85,17.79,5.43,12.49,9.09,2.28
2005-03-31,8.09,17.36,5.71,2.95,6.73,7.69,11.1,28.62,4.81,1.66,6.2,7.93,11.177132424703645,33.85,69.63,65.3,9.31,46.97,7.69,1.92,45.84,14.09,27.98,16.42,3.59
2005-04-30,11.43,5.29,1.74,0.9,3.74,4.27,8.15,0.0,9.26,2.34,11.8,11.1,9.575612443661033,31.19,81.55,73.43,8.2,33.39,4.27,1.07,27.49,24.3,24.12,16.43,1.09
2005-05-31,39.85,6.69,2.2,1.14,4.92,5.62,8.77,0.0,45.17,8.16,48.74,29.53,9.452659797738228,68.85,132.52,202.72,9.41,48.05,5.62,1.41,46.77,78.44,48.9,32.39,1.38
2005-06-30,15.29,1.28,0.42,0.22,1.73,1.98,0.94,0.0,28.11,3.13,18.47,10.35,1.5584842255609246,20.95,31.25,84.14,3.26,18.6,1.98,0.49,14.36,35.18,7.81,18.59,0.26
2005-07-31,2.24,0.0,0.0,0.0,0.83,0.95,0.32,1.7,4.64,0.46,2.62,0.91,0.48704163449984605,5.93,9.54,25.42,0.59,7.47,0.95,0.24,5.91,3.81,2.51,4.88,0.0
2005-08-31,0.13,0.0,0.0,0.0,0.28,0.32,0.19,3.85,0.37,0.03,0.41,0.1,0.8555448299384095,2.85,5.89,12.94,0.27,4.52,0.32,0.08,2.22,0.53,1.01,3.91,0.0
2005-09-30,0.85,0.0,0.0,0.0,0.41,0.47,0.11,5.12,1.8,0.17,0.33,0.08,0.47857146936203065,2.19,4.13,10.03,0.2,3.32,0.47,0.12,2.62,1.3,0.71,1.34,0.0
2005-10-31,0.95,0.0,0.0,0.0,0.39,0.45,1.15,0.75,3.43,0.2,0.45,0.17,1.3199585832010572,2.27,6.8,10.06,0.24,4.45,0.45,0.11,3.32,1.44,0.84,0.0,0.0
2005-11-30,2.99,2.55,0.84,0.43,0.56,0.64,1.89,24.82,2.93,0.61,1.07,0.56,2.2124218705945218,3.38,7.59,12.72,0.53,4.18,0.64,0.16,2.16,1.14,2.43,2.74,0.53
2005-12-31,37.05,38.37,12.62,6.52,13.15,15.03,32.16,1.09,25.12,7.59,29.0,29.43,32.544280862291416,76.46,169.68,165.96,16.42,84.19,15.03,3.76,31.26,59.69,55.23,46.71,7.94
2006-01-31,11.88,13.19,4.34,2.24,7.93,9.06,29.64,0.0,7.08,2.43,12.38,7.1,17.82764244921733,54.97,156.32,117.2,17.23,56.58,9.06,2.27,53.5,13.54,28.73,16.0,2.73
2006-02-28,12.1,19.55,6.43,3.32,4.82,5.51,17.85,0.0,9.61,2.48,11.18,10.58,18.006702880993757,44.37,111.62,89.47,14.98,41.4,5.51,1.38,39.82,20.79,24.84,20.55,4.04
2006-03-31,7.27,37.3,12.27,6.34,11.33,12.95,29.82,67.94,6.75,1.49,9.3,5.54,32.675288917927205,51.13,98.62,89.03,17.34,66.49,12.95,3.24,74.37,11.03,22.31,10.83,7.72
2006-04-30,18.42,29.34,9.65,4.98,14.48,16.55,24.31,79.75,13.18,3.77,17.12,12.33,24.637096495568983,109.9,122.41,170.24,26.16,113.46,16.55,4.14,121.71,30.54,48.73,34.11,6.07
2006-05-31,36.09,5.59,1.84,0.95,3.08,3.52,2.83,0.0,44.74,7.39,45.28,22.72,4.315290429066295,75.08,91.74,215.88,12.68,27.15,3.52,0.88,37.91,67.61,44.49,36.2,1.16
2006-06-30,13.15,1.16,0.38,0.2,1.09,1.25,0.63,0.0,33.4,2.69,14.43,8.51,0.8036719619306609,15.03,34.19,85.39,1.44,11.16,1.25,0.31,3.27,31.72,7.84,11.89,0.24
2006-07-31,0.63,0.0,0.0,0.0,0.6,0.69,0.24,2.19,3.92,0.13,1.39,0.51,1.6832036979969587,5.12,12.19,25.13,0.16,6.51,0.69,0.17,4.81,2.43,1.85,2.29,0.0
2006-08-31,0.3,0.0,0.0,0.0,0.52,0.59,0.18,4.41,0.1,0.06,0.41,0.13,1.0825296015391643,2.97,7.16,14.24,0.31,4.33,0.59,0.15,3.31,0.74,0.89,3.38,0.0
2006-09-30,0.2,0.0,0.0,0.0,0.27,0.31,0.15,2.28,2.34,0.04,0.28,0.12,0.40220221635959774,2.25,4.95,10.6,0.19,3.78,0.31,0.08,2.28,1.18,0.62,0.72,0.0
2006-10-31,0.77,0.46,0.15,0.08,0.4,0.46,0.99,0.0,2.51,0.16,0.26,0.16,1.2819440455067685,2.38,6.46,10.31,0.22,2.9,0.46,0.11,3.8,0.95,0.66,1.55,0.09
2006-11-30,2.48,2.19,0.72,0.37,0.66,0.75,1.75,0.0,2.67,0.51,1.06,0.59,2.605118781911118,3.89,10.64,13.39,0.69,4.71,0.75,0.19,3.22,1.02,1.85,2.96,0.45
2006-12-31,4.71,6.35,2.09,1.08,1.77,2.02,3.77,0.0,3.92,0.96,1.64,2.31,3.6568783436648586,11.31,26.31,28.43,3.6,11.02,2.02,0.51,8.91,4.44,8.17,8.23,1.31
